timestamp,open,high,low,close,volume
2025-12-08 22:00:00,3146.25,3147.32,3120.07,3129.93,9142.2002
2025-12-08 23:00:00,3129.93,3136.87,3112.88,3124.16,7605.3921
2025-12-09 00:00:00,3124.16,3143.5,3114.16,3119.57,10162.1181
2025-12-09 01:00:00,3119.56,3125.05,3098.45,3106.87,10271.3044
2025-12-09 02:00:00,3106.86,3115.94,3097.85,3098.62,8529.9128
2025-12-09 03:00:00,3098.61,3129.27,3090.8,3129.26,13623.0862
2025-12-09 04:00:00,3129.27,3131.42,3103.68,3107.01,9549.574
2025-12-09 05:00:00,3107.01,3118.71,3095.12,3108.21,13429.235
2025-12-09 06:00:00,3108.22,3115.99,3097.09,3113.06,11451.0355
2025-12-09 07:00:00,3113.07,3127.12,3109.86,3123.0,11239.4776
2025-12-09 08:00:00,3123.0,3130.0,3115.25,3120.97,6124.4202
2025-12-09 09:00:00,3120.98,3123.34,3104.53,3106.0,7884.5411
2025-12-09 10:00:00,3106.01,3114.4,3093.0,3107.66,8056.913
2025-12-09 11:00:00,3107.69,3121.0,3100.79,3118.35,5990.5337
2025-12-09 12:00:00,3118.35,3141.46,3114.79,3137.57,17767.8738
2025-12-09 13:00:00,3137.57,3140.55,3109.58,3117.36,16888.4308
2025-12-09 14:00:00,3117.37,3129.07,3098.58,3117.41,18484.9577
2025-12-09 15:00:00,3117.41,3256.88,3115.0,3245.88,102012.8785
2025-12-09 16:00:00,3245.88,3377.9,3245.63,3366.02,132523.8721
2025-12-09 17:00:00,3366.02,3397.85,3356.9,3375.23,69002.4222
2025-12-09 18:00:00,3375.24,3387.48,3360.22,3376.06,20622.7586
2025-12-09 19:00:00,3376.07,3378.34,3345.48,3357.88,19522.677
2025-12-09 20:00:00,3357.87,3361.41,3305.26,3327.18,32578.3539
2025-12-09 21:00:00,3327.24,3335.19,3285.0,3301.9,22556.6622
2025-12-09 22:00:00,3301.89,3343.12,3297.66,3328.46,23079.4065
2025-12-09 23:00:00,3328.46,3336.01,3317.0,3318.04,12507.5009
2025-12-10 00:00:00,3318.04,3328.2,3305.53,3305.98,18148.6
2025-12-10 01:00:00,3305.97,3315.16,3288.1,3302.93,11783.9158
