timestamp,open,high,low,close,volume
2026-01-15 07:35:00,96544.39,96566.19,96500.0,96566.18,69.44004
2026-01-15 07:40:00,96566.18,96760.15,96566.18,96595.26,115.68857
2026-01-15 07:45:00,96595.27,96685.57,96563.52,96563.53,56.77569
2026-01-15 07:50:00,96563.52,96571.96,96533.91,96543.03,52.89277
2026-01-15 07:55:00,96543.03,96630.48,96514.33,96630.48,73.24455
2026-01-15 08:00:00,96630.47,96630.48,96468.95,96595.76,109.51863
2026-01-15 08:05:00,96595.76,96603.78,96504.01,96518.0,79.99445
2026-01-15 08:10:00,96518.01,96523.0,96445.01,96474.41,39.51536
2026-01-15 08:15:00,96474.42,96521.91,96419.47,96461.19,57.63836
2026-01-15 08:20:00,96461.2,96568.89,96437.75,96546.28,50.51342
2026-01-15 08:25:00,96546.28,96551.78,96370.13,96370.14,65.63821
2026-01-15 08:30:00,96370.14,96383.96,96289.98,96350.2,52.09458
2026-01-15 08:35:00,96350.2,96428.9,96330.52,96415.21,54.79797
2026-01-15 08:40:00,96415.22,96441.31,96403.97,96433.66,41.34192
2026-01-15 08:45:00,96433.65,96587.35,96429.77,96587.34,72.56804
2026-01-15 08:50:00,96587.35,96626.5,96550.87,96617.51,70.15056
2026-01-15 08:55:00,96617.52,96662.0,96593.22,96643.0,66.72287
2026-01-15 09:00:00,96643.01,96645.36,96586.97,96590.0,40.8336
2026-01-15 09:05:00,96590.01,96680.57,96590.0,96678.98,61.005
2026-01-15 09:10:00,96678.98,96694.07,96587.88,96587.88,47.29176
2026-01-15 09:15:00,96587.87,96633.87,96559.19,96633.87,69.75991
2026-01-15 09:20:00,96633.87,96675.55,96619.86,96660.99,90.23963
2026-01-15 09:25:00,96660.99,96810.0,96658.76,96754.27,93.83052
2026-01-15 09:30:00,96754.28,96818.06,96705.0,96800.01,46.75732
2026-01-15 09:35:00,96800.02,96974.98,96800.0,96974.98,72.15424
2026-01-15 09:40:00,96974.97,97104.93,96945.89,97080.4,132.15955
2026-01-15 09:45:00,97080.4,97080.4,96983.81,97039.07,68.8773
2026-01-15 09:50:00,97039.07,97160.81,97031.03,97160.81,220.34263
